,recording_msid,track_metadata.mbid_mapping.recording_mbid,artists,full_artists,full_track_name
814,cae26e05-00dc-4137-b885-d8dc8d265f17,,,,The Divine Aesthetic - Dear Sleeper
815,08e9c517-e23c-4b47-b10b-f646c97ab4f6,f55b8704-f119-4103-9988-0eb4f713c880,XXXTENTACION,XXXTENTACION,SAD! - XXXTENTACION
816,4e154c17-0287-4954-a502-ae054b0f3c56,84a2d747-f9b5-4241-b79f-2673ae737b26,YBN Cordae,YBN Cordae,Kung Fu - YBN Cordae
817,ea2be97a-426c-43bf-a745-b66811ca3b7f,633b8e86-b52c-499e-ab33-74e79c2c3c57,The Snuts,The Snuts,Deep Diving - The Snuts
818,dae0a7e5-786d-40b4-8c71-8b9b053b8236,597e3a74-c4f7-4721-a398-4539198e91db,Logic,Logic,Ballin - Logic
819,9fbdb48f-4161-46ef-9d5d-858ee51138d6,165a6304-85aa-49c7-8933-ce4d969c2b3c,Shaboozey,Shaboozey  feat.  BigXthaPlug ,Drink Don’t Need No Mix - Shaboozey  feat.  BigXthaPlug 
819,9fbdb48f-4161-46ef-9d5d-858ee51138d6,165a6304-85aa-49c7-8933-ce4d969c2b3c,BigXthaPlug,Shaboozey  feat.  BigXthaPlug ,Drink Don’t Need No Mix - Shaboozey  feat.  BigXthaPlug 
820,3f436973-ce8b-4a04-b521-2d5e71985668,adadc047-e040-45d5-b020-0603db0d69dc,Arctic Monkeys,Arctic Monkeys,Snap Out of It - Arctic Monkeys
821,00cad771-7d49-437c-85a0-fe5afe4f767e,237b6930-395a-42b8-a042-e65c1afddbe6,All Time Low,All Time Low,Life of the Party - All Time Low
822,b384f168-3adf-4508-b03b-a2e038a729a6,15e4c6f8-ce8e-4f62-8288-449a1adf3962,Bad Wolves,Bad Wolves,Bad Friend - Bad Wolves
823,b1085788-03c7-4de2-b8c7-5a1fe0f0d178,cc09cdf6-be3f-4066-8ce9-8f1708e913d0,Amine,Amine  feat.  Injury Reserve ,Campfire - Amine  feat.  Injury Reserve 
823,b1085788-03c7-4de2-b8c7-5a1fe0f0d178,cc09cdf6-be3f-4066-8ce9-8f1708e913d0,Injury Reserve,Amine  feat.  Injury Reserve ,Campfire - Amine  feat.  Injury Reserve 
824,f1201c02-c331-4971-a181-d95da51e4918,4d68ed0b-d6d3-44a2-bd42-f65efa0011f3,J. Cole,J. Cole,7 Minute Drill - J. Cole
825,4d863c02-a01c-4e57-8de6-64eabbbe83cb,11c785f7-9f48-4ce1-9ddd-2235bceddf30,Pharrell Williams,"Pharrell Williams  feat.  21 Savage  &  Tyler, The Creator ","Cash In Cash Out - Pharrell Williams  feat.  21 Savage  &  Tyler, The Creator "
825,4d863c02-a01c-4e57-8de6-64eabbbe83cb,11c785f7-9f48-4ce1-9ddd-2235bceddf30,21 Savage,"Pharrell Williams  feat.  21 Savage  &  Tyler, The Creator ","Cash In Cash Out - Pharrell Williams  feat.  21 Savage  &  Tyler, The Creator "
825,4d863c02-a01c-4e57-8de6-64eabbbe83cb,11c785f7-9f48-4ce1-9ddd-2235bceddf30,"Tyler, The Creator","Pharrell Williams  feat.  21 Savage  &  Tyler, The Creator ","Cash In Cash Out - Pharrell Williams  feat.  21 Savage  &  Tyler, The Creator "
826,302a393d-477a-4ce3-9201-be6d44e26a97,b48068a0-02f8-494f-935c-ba67e0e81d21,Logic,Logic,clickbait - Logic
827,05f3821a-233d-4027-82d9-3ddd3cde9f42,ea570f81-40b0-4675-a13a-ceffb8c26013,The Word Alive,The Word Alive,Why Am I Like This? - The Word Alive
828,9f108661-fc03-4ce4-9883-3658880cdad1,6c87a766-307f-4fc0-8295-b17654b5b2c5,Baby Keem,Baby Keem,vent - Baby Keem
829,3fe4800e-1ab9-45c8-ab5b-dde7a01741b9,40e73510-02e1-4669-8581-a97aa3f0e5a4,JID,JID  &  Kenny Mason ,Dance Now - JID  &  Kenny Mason 
829,3fe4800e-1ab9-45c8-ab5b-dde7a01741b9,40e73510-02e1-4669-8581-a97aa3f0e5a4,Kenny Mason,JID  &  Kenny Mason ,Dance Now - JID  &  Kenny Mason 
830,028311fd-5d12-4ad8-916b-e9b638d6e8ff,01552e9a-11b0-4b5d-bcd5-cd15850ebd29,Halsey,Halsey,Without Me - Halsey
831,2ea9c4c0-7ce0-4582-a640-b4591aaf6eab,d17d6e29-c7c1-46d4-893f-4a6fed15009b,XXXTENTACION,XXXTENTACION  feat.  Trippie Redd ,Fuck Love - XXXTENTACION  feat.  Trippie Redd 
831,2ea9c4c0-7ce0-4582-a640-b4591aaf6eab,d17d6e29-c7c1-46d4-893f-4a6fed15009b,Trippie Redd,XXXTENTACION  feat.  Trippie Redd ,Fuck Love - XXXTENTACION  feat.  Trippie Redd 
832,cc0032a4-324b-4ff4-a111-b6ea66dc9e60,279d22ff-84ab-4b0c-9b76-481e6cbee47c,Buddy,Buddy  feat.  A$AP Ferg ,Black - Buddy  feat.  A$AP Ferg 
832,cc0032a4-324b-4ff4-a111-b6ea66dc9e60,279d22ff-84ab-4b0c-9b76-481e6cbee47c,A$AP Ferg,Buddy  feat.  A$AP Ferg ,Black - Buddy  feat.  A$AP Ferg 
833,0b9a25a1-072f-4700-923a-5fd970e6d7c8,f784daf1-d8aa-441b-8bfd-d0903ac21069,Fall Out Boy,Fall Out Boy,HOLD ME TIGHT OR DON’T - Fall Out Boy
834,e8cf41d3-0b0c-484e-add0-706982f016c1,7366d2e7-7d33-4c77-9707-e4441e497d70,SZA,SZA,Scorsese Baby Daddy - SZA
835,ad7911dd-2258-4385-8d4c-9fc1d271aa80,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,Kendrick Lamar,Kendrick Lamar  &  SZA ,All the Stars - Kendrick Lamar  &  SZA 
835,ad7911dd-2258-4385-8d4c-9fc1d271aa80,a0a38516-c9c3-4a05-a2bf-523b6ca219ab,SZA,Kendrick Lamar  &  SZA ,All the Stars - Kendrick Lamar  &  SZA 
836,76f4baae-8adc-44bf-8d34-566182e6fc78,ef80404d-35db-44c3-9d27-371aeba4d6fc,Brent Faiyaz,Brent Faiyaz,Best Time - Brent Faiyaz
837,8863e2f1-d686-4071-a996-6a7be11f00f8,d5592cd3-9b12-46b1-9d6e-997427c36b82,Tory Lanez,Tory Lanez,Temperature Rising - Tory Lanez
838,57d854d5-eca7-4303-8b88-9807f050a862,dfdc8c05-465d-4262-9a34-3937b8e0c37f,Bryson Tiller,Bryson Tiller,Blame - Bryson Tiller
839,987789f3-d30c-485d-bbc8-ff6fc53b4e79,af7f2f8b-68ce-47fd-a088-ed3a29edd96f,Deftones,Deftones,Change (In the House of Flies) - Deftones
840,612358c6-9302-4364-8de4-7dd8f3cf89b9,fcd441c2-6f41-4557-a4a7-3d1da56dd4c5,Deftones,Deftones,Needles and Pins - Deftones
841,d374efa5-e328-4bb6-8cb0-ebca94853cc7,ccdd6cad-f644-4a93-a673-bfa0d39c5064,Point North,Point North,Bring Me Down - Point North
842,f2af534a-4344-4e07-adf9-86495d20c483,7d0b688f-089c-4bea-8331-cd24f7f6cedc,NOTHING MORE,NOTHING MORE,RUN FOR YOUR LIFE - NOTHING MORE
843,9743f0ff-2ce2-4cff-9d58-05b334618953,2f258170-a763-4e80-a02c-7162adf60cd5,Daughtry,Daughtry  feat.  Lzzy Hale ,Separate Ways (Worlds Apart) - Daughtry  feat.  Lzzy Hale 
843,9743f0ff-2ce2-4cff-9d58-05b334618953,2f258170-a763-4e80-a02c-7162adf60cd5,Lzzy Hale,Daughtry  feat.  Lzzy Hale ,Separate Ways (Worlds Apart) - Daughtry  feat.  Lzzy Hale 
844,bc8b9fdd-ec64-47de-b460-a8e99d8a47a6,aea3be00-b40a-4478-b2d5-4b3339115f3e,Cherie Amour,Cherie Amour,Release Me - Cherie Amour
845,4d258e09-193b-420d-af17-892231a20ff0,7f0f103b-6dc9-4296-aeb5-1f8f33fb0260,Shinedown,Shinedown,Cut the Cord - Shinedown
846,b90f001f-f8e3-413a-b548-0e9b677f6ff6,39a0f855-9ace-4d54-8415-e43c31f92482,Three Days Grace,Three Days Grace,I Am the Weapon - Three Days Grace
847,07ac2e42-3818-49b3-afc1-9ef66c93bf8a,d4c08bf2-7ca9-49e8-8ba6-2c4fc9ac8e48,Beauty School Dropout,Beauty School Dropout,one night stand you - Beauty School Dropout
848,8009d8f3-661b-47e5-9d66-046c3a2c263c,1d4b7c3b-a8fc-44fa-9e90-8768ec4197dd,NOTHING MORE,NOTHING MORE,| SIGHT | - NOTHING MORE
849,16bc9f80-994b-45c4-acc4-5b1b7018b5c7,7b880568-0ecf-4e2d-a5b8-47e39c2d2222,The Home Team,The Home Team,Walk This World With Me - The Home Team
850,c1605cef-b9c1-4358-ac14-8c97bc5180f1,09766ac5-16fc-40ee-a56a-079b37c28d38,Papa Roach,Papa Roach  feat.  Beartooth ,Cut the Line - Papa Roach  feat.  Beartooth 
850,c1605cef-b9c1-4358-ac14-8c97bc5180f1,09766ac5-16fc-40ee-a56a-079b37c28d38,Beartooth,Papa Roach  feat.  Beartooth ,Cut the Line - Papa Roach  feat.  Beartooth 
851,cff2161f-82a3-4b50-91ce-8ce56081e645,16500487-5090-4d90-810c-7f828ddf1f07,Memphis May Fire,Memphis May Fire,Your Turn - Memphis May Fire
852,87230631-c08e-4860-b3e3-4c0e1d197e75,c795de39-b51a-4b17-99df-635f6bb93d10,Dead Poet Society,Dead Poet Society,Running In Circles - Dead Poet Society
853,7fcc21e7-93a1-447a-a1a0-adb3f8dec12a,bd57c9bb-3a2e-42e3-840d-98a25ecf73d5,Shinedown,Shinedown,MONSTERS - Shinedown
854,3afc6e18-e4bb-427a-84ce-dddcd9ed5204,59854fe3-6478-4788-b0b7-5c2ce3e90eea,Mammoth WVH,Mammoth WVH,Another Celebration at the End of the World - Mammoth WVH
855,19c96044-25e3-4a4c-b61c-93d8fe6743d7,3f53f66e-d16c-4b09-a0ad-023e6ad0b0cf,Memphis May Fire,Memphis May Fire,The American Dream - Memphis May Fire
856,f09c491d-8c8a-4bf5-aa65-50b636ba00b7,c854a827-2afd-41c3-886c-c36a55c3cdc3,Saliva,Saliva,High on Me - Saliva
857,87488469-325d-4e93-82aa-7c89ed422e96,e7ada1d0-0604-4ff2-9361-939ebf5b53af,Weezer,Weezer,Say It Ain’t So - Weezer
858,03fcf066-da54-4381-8ea9-01e325bcc7b3,f1e57531-e0df-4b3e-938f-1ae30c5b1a11,Arctic Monkeys,Arctic Monkeys,Do I Wanna Know? - Arctic Monkeys
859,635ff8ff-3ac0-4f7c-86d5-6ba92bda6988,1d176b6e-242a-48ec-a9e3-5ae3e0e816dd,Set It Off,Set It Off,Killer in the Mirror - Set It Off
860,854a5678-11ca-423e-83bb-e55ce5dedfee,a4a8bd2f-b0e4-4b94-8e84-88c6cbe2258d,COIN,COIN,Brad Pitt - COIN
861,7bbbbf06-ec40-4bd9-854c-be83d0885adf,eab5039f-86e2-49bd-bfde-642780e21478,YOUNG SLO-BE,YOUNG SLO-BE,Love You - YOUNG SLO-BE
862,393dc10a-8ee7-436a-84de-b916605536b9,d952d89e-8b07-4a8e-9be7-c8f753897d9f,Of Mice & Men,Of Mice & Men,The Depths - Of Mice & Men
863,348252e2-af91-4374-a1b1-4d128447db58,eb25e547-e131-4165-924f-5065127d0332,Playboi Carti,Playboi Carti  ft.  A$AP Rocky ,New Choppa - Playboi Carti  ft.  A$AP Rocky 
863,348252e2-af91-4374-a1b1-4d128447db58,eb25e547-e131-4165-924f-5065127d0332,A$AP Rocky,Playboi Carti  ft.  A$AP Rocky ,New Choppa - Playboi Carti  ft.  A$AP Rocky 
864,f5a06fba-c0a9-4e62-9969-4139f9e0074e,77997384-6918-4066-b2fa-b77da50dfd07,The Band CAMINO,The Band CAMINO,Three Month Hangover - The Band CAMINO
865,2e6525a4-e9df-4aa5-90af-5547f276ef74,cbbbc162-872f-47fe-b863-44a21fec233f,Post Malone,Post Malone,Something Real - Post Malone
866,dbc295d0-6542-45aa-bb55-3660fe423b28,316d0c36-8246-43e7-b36f-a4c1a15fc1a1,Peyton Parrish,Peyton Parrish,Poetry Glass - Peyton Parrish
867,4ba0ed83-5d59-4f04-9eb8-314d24411c65,6e49561b-e782-4745-9e0c-19ffb5078cb2,Bilmuri,Bilmuri,THE END - Bilmuri
868,fa67cf18-8b3d-4094-bb0b-60458e0c3561,be123684-44d6-406e-90c4-54f5e65836a0,Henrik,Henrik,Half of forever - Henrik
869,f706ba5d-e087-42ce-8cc2-d6dfde7f6521,83223985-78c5-43f5-9a68-ce6f98be3a45,Michael Marcagi,Michael Marcagi,Scared to Start - Michael Marcagi
870,319a29cc-542e-4820-bb82-70abe7fcfb93,cbd99b3d-6ddb-492b-b86c-d74e4b6365db,All Time Low,All Time Low,Dirty Laundry - All Time Low
871,b77fb769-3f9c-4850-be58-612260104cd8,f647ef98-2468-40fe-a33b-04a91e955990,JID,JID  &  Ari Lennox ,Can’t Make U Change - JID  &  Ari Lennox 
871,b77fb769-3f9c-4850-be58-612260104cd8,f647ef98-2468-40fe-a33b-04a91e955990,Ari Lennox,JID  &  Ari Lennox ,Can’t Make U Change - JID  &  Ari Lennox 
872,f4e96b0b-6efd-4c7c-b195-e8b23fa8bfe9,52dc5433-ce6f-4946-8b71-333e66bd37b8,SZA,SZA,Kill Bill - SZA
873,a0a5b0c4-f363-4cc9-80b0-750094a6a743,638eb6ec-cc41-47aa-86ac-2e9d00b9f7a7,Melrose Avenue,Melrose Avenue,Inside Your Mind - Melrose Avenue
874,968d1723-24a7-46b3-8f30-8ddd44cc12eb,429b3762-3e85-41d7-b99c-c0816444b927,Josh Ross,Josh Ross,Ain't Doin' Jack - Josh Ross
875,1fb99384-4a84-4f82-9fd1-1398875b8886,d2cc96ef-9f6a-4ae5-9fed-8dee8807f365,Dance Gavin Dance,Dance Gavin Dance,Lemon Meringue Tie - Dance Gavin Dance
876,2eda98a0-e67f-457a-9599-d0867e77b9fd,ab443b01-63ef-457e-b86c-202c93cc113e,The Neighbourhood,The Neighbourhood,24/7 - The Neighbourhood
877,d41a9eba-616c-4e7d-965a-10752bd0ec53,b81853a4-c94d-4dd8-a8c7-feb236ac8aad,The Used,The Used,Numb - The Used
878,3f030eea-79fe-46de-9b7c-dacbdb08bd2e,04e7a888-c18f-4ab3-9a62-a44f248b80c2,Lil Baby,Lil Baby,Freestyle - Lil Baby
879,16bcaf97-e5ec-4437-b9d0-0cf0c0136876,eb42a83e-dc51-436a-9972-1520a80c5115,Kendrick Lamar,Kendrick Lamar,ELEMENT. - Kendrick Lamar
880,52d294a3-3d14-4ad9-9d7a-2406b52b7304,697865c2-a9b4-439c-a447-1392f239aaa1,J.I.D,J.I.D,Slick Talk - J.I.D
881,c1aaf8e9-ea86-4e0a-af8a-6e99f164b7e0,,,,Don’t Tell Alley - Joe Jordan
882,4346d9bc-3aaa-4751-9a35-c9837ff9e412,398dcffc-8740-4b8b-8453-846fbf8c5de2,Mumford & Sons,Mumford & Sons,Little Lion Man - Mumford & Sons
883,1ead769d-30cf-4228-a3b3-12bfd5fe4d98,,,,Spiraling Down - Joe Jordan
884,02e013c2-a302-4850-8587-827852a7015c,31f919e9-acbf-42ec-bf3e-d4a78b29a205,Hozier,Hozier,Someone New - Hozier
885,43f634ac-b002-4e6b-8f0f-caae4204a944,292effe0-7b50-4eee-bb16-cf470b2a503d,Benson Boone,Benson Boone,Beautiful Things - Benson Boone
886,3ff2ba5e-d582-4591-8c69-2e38d3de669e,010e7b4d-9e25-45c6-aaaa-d259f7007e99,Zach Bryan,Zach Bryan  ft.  Kacey Musgraves ,I Remember Everything - Zach Bryan  ft.  Kacey Musgraves 
886,3ff2ba5e-d582-4591-8c69-2e38d3de669e,010e7b4d-9e25-45c6-aaaa-d259f7007e99,Kacey Musgraves,Zach Bryan  ft.  Kacey Musgraves ,I Remember Everything - Zach Bryan  ft.  Kacey Musgraves 
887,a10cbe08-b747-457d-be68-d378b24b845f,f6d454f4-9d17-4b4e-9bcb-ef92563e356f,Zach Bryan,Zach Bryan  ft.  War and Treaty ,Hey Driver - Zach Bryan  ft.  War and Treaty 
887,a10cbe08-b747-457d-be68-d378b24b845f,f6d454f4-9d17-4b4e-9bcb-ef92563e356f,War and Treaty,Zach Bryan  ft.  War and Treaty ,Hey Driver - Zach Bryan  ft.  War and Treaty 
888,bae27049-e783-4e82-af4a-d48d9128d745,1acdcd91-4073-49a4-a153-5c47b58fb32e,Zach Bryan,Zach Bryan  ft.  The Lumineers ,Spotless - Zach Bryan  ft.  The Lumineers 
888,bae27049-e783-4e82-af4a-d48d9128d745,1acdcd91-4073-49a4-a153-5c47b58fb32e,The Lumineers,Zach Bryan  ft.  The Lumineers ,Spotless - Zach Bryan  ft.  The Lumineers 
889,56418412-5c5b-4198-a935-5e02509d9e66,46ee3e26-85d4-49e4-bc65-45a2544904cc,Meek Mill,Meek Mill  feat.  Tory Lanez ,Litty - Meek Mill  feat.  Tory Lanez 
889,56418412-5c5b-4198-a935-5e02509d9e66,46ee3e26-85d4-49e4-bc65-45a2544904cc,Tory Lanez,Meek Mill  feat.  Tory Lanez ,Litty - Meek Mill  feat.  Tory Lanez 
890,887be15c-af01-44aa-8455-d071697ae9a0,7dbed259-f9b4-47ab-aab3-b9bfeef1a51b,J. Cole,J. Cole,03’ Adolescence - J. Cole
891,7ddf0948-0cd2-4d32-a97f-f0b6b7e755a1,d064e2ff-c16a-44a7-8218-e6c7f6da3acf,JID,JID  &  Vince Staples ,VCRs - JID  &  Vince Staples 
891,7ddf0948-0cd2-4d32-a97f-f0b6b7e755a1,d064e2ff-c16a-44a7-8218-e6c7f6da3acf,Vince Staples,JID  &  Vince Staples ,VCRs - JID  &  Vince Staples 
892,7eeae93e-ad8e-46cf-b8ed-26b5b6bda0a9,d0c3bc09-40d1-4c1c-85ca-b6b01cb5b0a8,Balu Brigada,Balu Brigada,So Cold - Balu Brigada
893,41db5d4c-7227-4eec-a9c8-0c5bd74039f5,d8ffbcca-4f55-49eb-97fe-51dc56d4d1b5,Rain City Drive,Rain City Drive,Psycho - Rain City Drive
894,7becc857-4b4f-4f34-8543-9339a0c9dd87,9896ae5c-4a7c-4d31-ae5a-4ae1712302cf,Halsey,Halsey,Walls Could Talk - Halsey
895,255ba725-048f-42c1-b97b-b7898cc4637c,a497d5e7-2543-4d6e-9608-0c7e7f16e0be,The Weeknd,The Weeknd,I Was Never There - The Weeknd
896,a46e5046-7ce0-4489-800b-42927ec5da33,272be1e2-9599-4b8d-b872-5e879881d103,Hozier,Hozier,Too Sweet - Hozier
897,9fc2ffd1-1e93-43de-98d9-91646cfbea27,892f5592-bae2-45b5-9069-e2f781237d8b,JID,JID,Community - JID
898,151a5b92-3aed-468f-8215-d472ffcd1490,9802ef13-2531-4f5a-92ac-5d23ca3c9412,Mike Shinoda,Mike Shinoda,Already Over - Mike Shinoda
899,57c26602-0971-4861-b59b-4aa9a6783b9b,9b6b096f-36d8-4297-b181-ea501c4b41a2,SZA,SZA,Saturn - SZA
900,a5c5c858-445c-43fd-89cc-e19abb161608,1611a3ab-70b5-4e23-b643-d32be03e95df,Redferrin,Redferrin,Just Like Johnny - Redferrin
901,a8b4ab95-72fa-41cd-acda-2dd8157aa015,195bde02-02b1-44c6-81cc-3a15d7552e73,1900Rugrat,1900Rugrat,One Take Freestyle - 1900Rugrat
902,331f5be1-5b9b-4e2d-b050-8131790321e6,6c20e48a-2dff-4e6c-8081-f098438bfa50,NOTHING MORE,NOTHING MORE,FREEFALL - NOTHING MORE
903,4f9658cc-c95f-4f39-8c9c-390018fbab9c,8926d38f-feac-4a3f-a1f4-591f0f25e2f4,Future,"Future ,  Metro Boomin ,  Travis Scott  &  Playboi Carti ","Type Shit - Future ,  Metro Boomin ,  Travis Scott  &  Playboi Carti "
903,4f9658cc-c95f-4f39-8c9c-390018fbab9c,8926d38f-feac-4a3f-a1f4-591f0f25e2f4,Metro Boomin,"Future ,  Metro Boomin ,  Travis Scott  &  Playboi Carti ","Type Shit - Future ,  Metro Boomin ,  Travis Scott  &  Playboi Carti "
903,4f9658cc-c95f-4f39-8c9c-390018fbab9c,8926d38f-feac-4a3f-a1f4-591f0f25e2f4,Travis Scott,"Future ,  Metro Boomin ,  Travis Scott  &  Playboi Carti ","Type Shit - Future ,  Metro Boomin ,  Travis Scott  &  Playboi Carti "
903,4f9658cc-c95f-4f39-8c9c-390018fbab9c,8926d38f-feac-4a3f-a1f4-591f0f25e2f4,Playboi Carti,"Future ,  Metro Boomin ,  Travis Scott  &  Playboi Carti ","Type Shit - Future ,  Metro Boomin ,  Travis Scott  &  Playboi Carti "
904,1fc23610-5df1-4b7a-8fac-77c3d3379fc1,544469e1-40b4-462a-af1e-02f12335ecba,Grayscale,Grayscale,Fever Dream - Grayscale
905,f771a1a9-ca6b-4ad8-9800-5bc56f248b8c,124fec9a-d3aa-4bbd-acbc-370757fccd2b,Normandie,Normandie,Blood in the Water - Normandie
906,30753fea-c867-45bb-933f-c26ded97b52d,a7df1c60-3005-4c22-9935-c650c363b28d,The Plot in You,The Plot in You,Feel Nothing - The Plot in You
907,60a9ee7c-9736-4a9d-b746-7b487bbbb52d,dcc1c170-2908-4206-bec8-17f6f9dc1810,Jay Rock,Jay Rock,Knock It Off - Jay Rock
908,4659d460-817a-48ff-98c5-bb169693f82b,721a72fb-a6af-412a-a7e0-c5aa86a6f640,SLEEP CLUB,SLEEP CLUB,When I Close My Eyes - SLEEP CLUB
909,7e490f11-4936-4da9-8877-28b7b3716121,5d7fe999-f088-495f-b32b-6da2694224a0,Rain City Drive,Rain City Drive  &  Dayseeker ,Medicate Me - Rain City Drive  &  Dayseeker 
909,7e490f11-4936-4da9-8877-28b7b3716121,5d7fe999-f088-495f-b32b-6da2694224a0,Dayseeker,Rain City Drive  &  Dayseeker ,Medicate Me - Rain City Drive  &  Dayseeker 
910,ea829d20-d245-465c-9e8c-39fb27fefc1d,47dc5865-f940-489d-a8b8-9a9e92295d1f,Lil Yachty,Lil Yachty  feat.  Veeze ,Can’t Be Crete Boy - Lil Yachty  feat.  Veeze 
910,ea829d20-d245-465c-9e8c-39fb27fefc1d,47dc5865-f940-489d-a8b8-9a9e92295d1f,Veeze,Lil Yachty  feat.  Veeze ,Can’t Be Crete Boy - Lil Yachty  feat.  Veeze 
911,cc91d7bb-31f0-49c0-9d56-8fea7ce61fc1,366ad4c5-1e4c-4680-8302-c3600071fa5c,Ski Mask the Slump God,Ski Mask the Slump God,Catch Me Outside 2 - Ski Mask the Slump God
912,e2abd08f-e838-4e70-b8c1-1825a0cb9923,adfa584b-32f6-48eb-a9e4-4e35887bd339,Jutes,Jutes,Sleepyhead - Jutes
913,34ce0526-d92a-4148-b129-ec58b9baeccd,e1677961-cda7-41ad-929e-82259fddb059,Too Close to Touch,Too Close to Touch  &  Bad Omens ,Novocaine - Too Close to Touch  &  Bad Omens 
913,34ce0526-d92a-4148-b129-ec58b9baeccd,e1677961-cda7-41ad-929e-82259fddb059,Bad Omens,Too Close to Touch  &  Bad Omens ,Novocaine - Too Close to Touch  &  Bad Omens 
914,ab909945-a0ea-4f76-8d4d-3115d4dc5cf3,1093cf79-ec35-4349-b5f4-500f12e6a10b,The Home Team,The Home Team,Brag - The Home Team
915,93ab95ba-60a7-4295-856a-0d49435378c0,e81739ba-7306-45fc-9c9c-61e686c8c983,A$AP Rocky,A$AP Rocky,Trunks - A$AP Rocky
916,f8dd0037-1463-459b-b840-ceecf499b353,1add4052-879f-49ce-9961-8f095c800c61,ASAP Rocky,ASAP Rocky  and  Tim Burton ,HELICOPTER - ASAP Rocky  and  Tim Burton 
916,f8dd0037-1463-459b-b840-ceecf499b353,1add4052-879f-49ce-9961-8f095c800c61,Tim Burton,ASAP Rocky  and  Tim Burton ,HELICOPTER - ASAP Rocky  and  Tim Burton 
917,090e983d-e34a-4093-9cf3-fd07b3508036,7cbac5db-bb4c-4f88-a0a3-54dbc6f4ba78,The Weeknd,The Weeknd  feat.  Playboi Carti ,Timeless - The Weeknd  feat.  Playboi Carti 
917,090e983d-e34a-4093-9cf3-fd07b3508036,7cbac5db-bb4c-4f88-a0a3-54dbc6f4ba78,Playboi Carti,The Weeknd  feat.  Playboi Carti ,Timeless - The Weeknd  feat.  Playboi Carti 
918,6e7801d6-9dc5-4e76-ac91-476ad5ae8a19,49392f65-ebcb-4719-8f4a-5203c81d499d,Bossman Dlow,Bossman Dlow  feat.  French Montana ,Mo Chicken - Bossman Dlow  feat.  French Montana 
918,6e7801d6-9dc5-4e76-ac91-476ad5ae8a19,49392f65-ebcb-4719-8f4a-5203c81d499d,French Montana,Bossman Dlow  feat.  French Montana ,Mo Chicken - Bossman Dlow  feat.  French Montana 
919,293c661e-8694-4597-ade7-2bcd950b5719,594590d8-48e7-4578-86c6-7b71455df63b,J. Cole,J. Cole  feat.  Bas ,h u n g e r . o n . h i l l s i d e - J. Cole  feat.  Bas 
919,293c661e-8694-4597-ade7-2bcd950b5719,594590d8-48e7-4578-86c6-7b71455df63b,Bas,J. Cole  feat.  Bas ,h u n g e r . o n . h i l l s i d e - J. Cole  feat.  Bas 
920,35acb2f4-d090-4c0f-a37e-85445aa130b0,176b75cb-b7cb-4d93-aaa5-a1fb242bc69b,Shinedown,Shinedown,Oblivion - Shinedown
921,ec223af1-426b-4b7f-a4f0-409ae9cf4bb9,2af1ce06-cc63-4e75-b5fa-71f7970f842f,Betcha,Betcha,Trippin - Betcha
922,866eda9e-ff69-4f9a-9bf5-8241dbe7cf43,ecaaf9c2-d6ec-43d0-ae8e-30a87b46d4fd,The Plot in You,The Plot in You,All That I Can Give - The Plot in You
923,9e591898-da58-4471-8c6f-9954ad74fe16,e147e8e6-ac7c-4242-8374-37ab2f80afe4,Zach Bryan,Zach Bryan  feat.  Noah Kahan ,Sarah’s Place - Zach Bryan  feat.  Noah Kahan 
923,9e591898-da58-4471-8c6f-9954ad74fe16,e147e8e6-ac7c-4242-8374-37ab2f80afe4,Noah Kahan,Zach Bryan  feat.  Noah Kahan ,Sarah’s Place - Zach Bryan  feat.  Noah Kahan 
924,8731a2b5-2656-4424-803f-fc1f090758ce,6585d05f-0428-4649-92b9-fb67c89e4247,NOTHING MORE,NOTHING MORE,DOWN THE RIVER - NOTHING MORE
925,139fa7e5-d803-4d4e-bf20-1a4cd3bde469,858ebfac-1ae5-4f12-b55d-87e7a6c55b35,Kid Cudi,Kid Cudi,Mr. Rager - Kid Cudi
926,d23bb023-76df-40b9-bcaf-18aed0cbdbda,b62ebaa1-7af9-4727-aee1-0ad9ab1a0a6e,VUKOVI,VUKOVI,MERCY KILL - VUKOVI
927,70553cf6-d8f6-461e-8f56-835d3333ee9f,70b25bff-ce3d-49c5-859f-70113d12e51a,Morgan Wallen,Morgan Wallen,Thinkin’ Bout Me - Morgan Wallen
928,eafeac43-8a13-4076-ad30-c79afdbdb9a4,e36b2bc7-0bf6-47f7-8c2a-1646450fb327,The Warning,The Warning,Hell You Call a Dream - The Warning
929,2ada15e3-0fb9-4c60-a57b-ede89a48f541,e97155dd-6cb4-4b52-a772-95fb8d1decc5,The Plot in You,The Plot in You,Don't Look Away - The Plot in You
930,33fa2346-6a01-4a6d-83a9-40e3aed28773,04ab2b4d-fc26-46db-9cc6-644cce561b03,Bad Omens,Bad Omens,Take Me First - Bad Omens
931,a8b3a458-8d04-4f5f-b473-67e18d307d96,f9de0896-5398-4aff-aedb-b771e50fab21,Colorblind,Colorblind,Neversleep - Colorblind
932,d0d44a6d-d19f-40cf-859c-b33d7ab25d3b,789dab16-d2c7-4bc3-927a-5cb73df45aa5,ALEXSUCKS,ALEXSUCKS,What’re We Doing Here - ALEXSUCKS
