,recording_mbid,genres
815,d78ee6ea-6513-47db-8c44-48c50954a38d,alternative rock
815,d78ee6ea-6513-47db-8c44-48c50954a38d,post-hardcore
815,d78ee6ea-6513-47db-8c44-48c50954a38d,acoustic
815,d78ee6ea-6513-47db-8c44-48c50954a38d,metalcore
815,d78ee6ea-6513-47db-8c44-48c50954a38d,pop punk
815,d78ee6ea-6513-47db-8c44-48c50954a38d,emo pop
816,d852abc9-c9b1-4b40-8c5e-a7fc261dc507,art pop
816,d852abc9-c9b1-4b40-8c5e-a7fc261dc507,alternative r&b
816,d852abc9-c9b1-4b40-8c5e-a7fc261dc507,djent
816,d852abc9-c9b1-4b40-8c5e-a7fc261dc507,alternative pop
816,d852abc9-c9b1-4b40-8c5e-a7fc261dc507,progressive metal
816,d852abc9-c9b1-4b40-8c5e-a7fc261dc507,progressive rock
816,d852abc9-c9b1-4b40-8c5e-a7fc261dc507,alternative metal
817,d8ac72ad-0342-428e-8252-370d5c6f2f91,east coast hip hop
817,d8ac72ad-0342-428e-8252-370d5c6f2f91,pop rap
817,d8ac72ad-0342-428e-8252-370d5c6f2f91,hip hop
817,d8ac72ad-0342-428e-8252-370d5c6f2f91,hardcore hip hop
817,d8ac72ad-0342-428e-8252-370d5c6f2f91,boom bap
817,d8ac72ad-0342-428e-8252-370d5c6f2f91,alternative rock
817,d8ac72ad-0342-428e-8252-370d5c6f2f91,tumblr
817,d8ac72ad-0342-428e-8252-370d5c6f2f91,abstract hip hop
817,d8ac72ad-0342-428e-8252-370d5c6f2f91,indie pop
818,d8ffbcca-4f55-49eb-97fe-51dc56d4d1b5,post-hardcore
818,d8ffbcca-4f55-49eb-97fe-51dc56d4d1b5,experimental rock
819,d9059bd1-9c39-4262-a257-c23641cceb79,tumblr
819,d9059bd1-9c39-4262-a257-c23641cceb79,alternative rock
819,d9059bd1-9c39-4262-a257-c23641cceb79,indie pop
820,d952d89e-8b07-4a8e-9be7-c8f753897d9f,heavy metal
820,d952d89e-8b07-4a8e-9be7-c8f753897d9f,trancecore
820,d952d89e-8b07-4a8e-9be7-c8f753897d9f,post-hardcore
820,d952d89e-8b07-4a8e-9be7-c8f753897d9f,screamo
820,d952d89e-8b07-4a8e-9be7-c8f753897d9f,electronic
820,d952d89e-8b07-4a8e-9be7-c8f753897d9f,alternative metal
820,d952d89e-8b07-4a8e-9be7-c8f753897d9f,metalcore
821,d95eae24-b1b0-46d4-84a1-58fbd01af25e,trap soul
821,d95eae24-b1b0-46d4-84a1-58fbd01af25e,alternative r&b
821,d95eae24-b1b0-46d4-84a1-58fbd01af25e,2010s
821,d95eae24-b1b0-46d4-84a1-58fbd01af25e,hip hop
821,d95eae24-b1b0-46d4-84a1-58fbd01af25e,contemporary r&b
821,d95eae24-b1b0-46d4-84a1-58fbd01af25e,hip hop soul
821,d95eae24-b1b0-46d4-84a1-58fbd01af25e,pop soul
822,d98e4baf-bfed-4de5-8198-165be2f08a6d,post-hardcore
822,d98e4baf-bfed-4de5-8198-165be2f08a6d,nu metal
822,d98e4baf-bfed-4de5-8198-165be2f08a6d,metalcore
822,d98e4baf-bfed-4de5-8198-165be2f08a6d,gothic metal
822,d98e4baf-bfed-4de5-8198-165be2f08a6d,alternative metal
822,d98e4baf-bfed-4de5-8198-165be2f08a6d,metal
822,d98e4baf-bfed-4de5-8198-165be2f08a6d,hardcore
822,d98e4baf-bfed-4de5-8198-165be2f08a6d,industrial metal
823,da0595ff-7a7f-464f-ac7d-d0167ebef8fd,technical metalcore
823,da0595ff-7a7f-464f-ac7d-d0167ebef8fd,progressive metalcore
823,da0595ff-7a7f-464f-ac7d-d0167ebef8fd,post-hardcore
823,da0595ff-7a7f-464f-ac7d-d0167ebef8fd,djent
823,da0595ff-7a7f-464f-ac7d-d0167ebef8fd,melodic metalcore
823,da0595ff-7a7f-464f-ac7d-d0167ebef8fd,progressive metal
823,da0595ff-7a7f-464f-ac7d-d0167ebef8fd,metalcore
824,da4e5458-4c94-4e6c-9d9f-df459df86a78,cloud rap
824,da4e5458-4c94-4e6c-9d9f-df459df86a78,hardcore hip hop
824,da4e5458-4c94-4e6c-9d9f-df459df86a78,pop rap
824,da4e5458-4c94-4e6c-9d9f-df459df86a78,experimental hip hop
824,da4e5458-4c94-4e6c-9d9f-df459df86a78,hip hop
824,da4e5458-4c94-4e6c-9d9f-df459df86a78,east coast hip hop
824,da4e5458-4c94-4e6c-9d9f-df459df86a78,trap
825,daa72cc9-0a66-427d-b18f-2dd8df553164,alternative metal
825,daa72cc9-0a66-427d-b18f-2dd8df553164,progressive metal
825,daa72cc9-0a66-427d-b18f-2dd8df553164,art pop
825,daa72cc9-0a66-427d-b18f-2dd8df553164,progressive rock
825,daa72cc9-0a66-427d-b18f-2dd8df553164,alternative pop
825,daa72cc9-0a66-427d-b18f-2dd8df553164,alternative r&b
825,daa72cc9-0a66-427d-b18f-2dd8df553164,djent
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,screamo
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,rock
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,post-hardcore
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,melodic metalcore
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,electronic
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,metalcore
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,alternative/indie rock
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,deathcore
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,alternative rock
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,drum and bass
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,electronic rock
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,psychedelic rock
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,alternative metal
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,pop
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,hard rock
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,house
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,emo
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,nu metal
826,dac07c20-2c8e-499d-91d9-73ae5eab05e2,pop rock
827,dafd25f5-c230-4729-8009-5b69a3865ccc,
828,db2fbdc9-78bc-4834-8ee6-d84c0b7100f0,country
828,db2fbdc9-78bc-4834-8ee6-d84c0b7100f0,rock
828,db2fbdc9-78bc-4834-8ee6-d84c0b7100f0,jazz
828,db2fbdc9-78bc-4834-8ee6-d84c0b7100f0,metalcore
828,db2fbdc9-78bc-4834-8ee6-d84c0b7100f0,hard rock
828,db2fbdc9-78bc-4834-8ee6-d84c0b7100f0,r&b
828,db2fbdc9-78bc-4834-8ee6-d84c0b7100f0,pop
828,db2fbdc9-78bc-4834-8ee6-d84c0b7100f0,country rock
828,db2fbdc9-78bc-4834-8ee6-d84c0b7100f0,country rock
828,db2fbdc9-78bc-4834-8ee6-d84c0b7100f0,hard rock
828,db2fbdc9-78bc-4834-8ee6-d84c0b7100f0,blues
829,dbac67b6-0235-4d30-a8be-b7220afb1cb0,hip hop
829,dbac67b6-0235-4d30-a8be-b7220afb1cb0,rap
830,dc04000c-fc3f-4110-bb63-f6cf37ccbf1e,2010s
830,dc04000c-fc3f-4110-bb63-f6cf37ccbf1e,2020s
830,dc04000c-fc3f-4110-bb63-f6cf37ccbf1e,rock
830,dc04000c-fc3f-4110-bb63-f6cf37ccbf1e,millennial
830,dc04000c-fc3f-4110-bb63-f6cf37ccbf1e,post-hardcore
830,dc04000c-fc3f-4110-bb63-f6cf37ccbf1e,melodic hardcore
830,dc04000c-fc3f-4110-bb63-f6cf37ccbf1e,easycore
831,dc19676f-ad3c-4e50-8101-839a50b8b846,female fronted
831,dc19676f-ad3c-4e50-8101-839a50b8b846,fixme label mess
831,dc19676f-ad3c-4e50-8101-839a50b8b846,christian metal
831,dc19676f-ad3c-4e50-8101-839a50b8b846,christian rock
831,dc19676f-ad3c-4e50-8101-839a50b8b846,metal
832,dc2f3f78-29f0-4aff-8968-49bdc7cbcb58,metalcore
832,dc2f3f78-29f0-4aff-8968-49bdc7cbcb58,metal
832,dc2f3f78-29f0-4aff-8968-49bdc7cbcb58,djent
832,dc2f3f78-29f0-4aff-8968-49bdc7cbcb58,rock and indie
832,dc2f3f78-29f0-4aff-8968-49bdc7cbcb58,alternative metal
833,dc305834-5261-4e8c-afb6-b93a89e7946d,tumblr
833,dc305834-5261-4e8c-afb6-b93a89e7946d,alternative rock
833,dc305834-5261-4e8c-afb6-b93a89e7946d,indie pop
834,dc70d850-e420-4dff-9e45-6f419403fbe5,heavy metal
834,dc70d850-e420-4dff-9e45-6f419403fbe5,progressive metal
834,dc70d850-e420-4dff-9e45-6f419403fbe5,progressive rock
834,dc70d850-e420-4dff-9e45-6f419403fbe5,rock
834,dc70d850-e420-4dff-9e45-6f419403fbe5,alternative rock
834,dc70d850-e420-4dff-9e45-6f419403fbe5,alternative metal
834,dc70d850-e420-4dff-9e45-6f419403fbe5,hard rock
835,dcc1c170-2908-4206-bec8-17f6f9dc1810,hip hop
836,dce08173-d582-4928-8dc7-d001030eef1b,2020s
836,dce08173-d582-4928-8dc7-d001030eef1b,rock
836,dce08173-d582-4928-8dc7-d001030eef1b,easycore
836,dce08173-d582-4928-8dc7-d001030eef1b,post-hardcore
836,dce08173-d582-4928-8dc7-d001030eef1b,melodic hardcore
836,dce08173-d582-4928-8dc7-d001030eef1b,2010s
836,dce08173-d582-4928-8dc7-d001030eef1b,millennial
837,dcea7720-4413-4ada-8c07-63cfd10f5724,metalcore
837,dcea7720-4413-4ada-8c07-63cfd10f5724,pop punk
837,dcea7720-4413-4ada-8c07-63cfd10f5724,emo pop
837,dcea7720-4413-4ada-8c07-63cfd10f5724,alternative rock
837,dcea7720-4413-4ada-8c07-63cfd10f5724,post-hardcore
837,dcea7720-4413-4ada-8c07-63cfd10f5724,acoustic
838,dd290c64-1328-411a-8823-c56489a63c7d,rap metal
838,dd290c64-1328-411a-8823-c56489a63c7d,aak
838,dd290c64-1328-411a-8823-c56489a63c7d,alternative rock
838,dd290c64-1328-411a-8823-c56489a63c7d,alt rock
838,dd290c64-1328-411a-8823-c56489a63c7d,alternative metal
838,dd290c64-1328-411a-8823-c56489a63c7d,nu metal
838,dd290c64-1328-411a-8823-c56489a63c7d,rock
838,dd290c64-1328-411a-8823-c56489a63c7d,metal
838,dd290c64-1328-411a-8823-c56489a63c7d,rap rock
839,dd8518bd-37b6-4c43-8697-ca6941c40d5a,heavy metal
839,dd8518bd-37b6-4c43-8697-ca6941c40d5a,rock
839,dd8518bd-37b6-4c43-8697-ca6941c40d5a,alternative rock
839,dd8518bd-37b6-4c43-8697-ca6941c40d5a,alternative metal
839,dd8518bd-37b6-4c43-8697-ca6941c40d5a,progressive metal
839,dd8518bd-37b6-4c43-8697-ca6941c40d5a,progressive rock
839,dd8518bd-37b6-4c43-8697-ca6941c40d5a,phonk
839,dd8518bd-37b6-4c43-8697-ca6941c40d5a,hard rock
840,ddaa5dec-bc3c-4945-89ec-3b311a989b30,post-hardcore
840,ddaa5dec-bc3c-4945-89ec-3b311a989b30,metal
840,ddaa5dec-bc3c-4945-89ec-3b311a989b30,post-metalcore
840,ddaa5dec-bc3c-4945-89ec-3b311a989b30,metalcore
841,ddba86eb-7439-4d81-8204-9843567043ec,pop rock
841,ddba86eb-7439-4d81-8204-9843567043ec,alternative rock
842,de23705a-37c5-47d5-a842-8390fcb552da,hard rock
842,de23705a-37c5-47d5-a842-8390fcb552da,nu metal
842,de23705a-37c5-47d5-a842-8390fcb552da,alternative metal
842,de23705a-37c5-47d5-a842-8390fcb552da,rock
843,de3108c1-61de-42ec-b82b-daa9954ca231,hip hop
843,de3108c1-61de-42ec-b82b-daa9954ca231,rap
844,de38a793-3dfa-410c-a237-4ccd5cad30af,pop punk
844,de38a793-3dfa-410c-a237-4ccd5cad30af,post-hardcore
844,de38a793-3dfa-410c-a237-4ccd5cad30af,alternative rock
844,de38a793-3dfa-410c-a237-4ccd5cad30af,metalcore
844,de38a793-3dfa-410c-a237-4ccd5cad30af,acoustic
844,de38a793-3dfa-410c-a237-4ccd5cad30af,emo pop
845,de58bea3-3c64-48ed-a516-288d04545ae6,alternative pop
845,de58bea3-3c64-48ed-a516-288d04545ae6,alternative r&b
845,de58bea3-3c64-48ed-a516-288d04545ae6,progressive metal
845,de58bea3-3c64-48ed-a516-288d04545ae6,progressive rock
845,de58bea3-3c64-48ed-a516-288d04545ae6,art pop
845,de58bea3-3c64-48ed-a516-288d04545ae6,djent
845,de58bea3-3c64-48ed-a516-288d04545ae6,alternative metal
846,de58c3a3-6ac4-4a17-ab5a-1eec37519a4e,chode
846,de58c3a3-6ac4-4a17-ab5a-1eec37519a4e,life
846,de58c3a3-6ac4-4a17-ab5a-1eec37519a4e,canadian
846,de58c3a3-6ac4-4a17-ab5a-1eec37519a4e,hip hop
846,de58c3a3-6ac4-4a17-ab5a-1eec37519a4e,jutes
846,de58c3a3-6ac4-4a17-ab5a-1eec37519a4e,pop rap
846,de58c3a3-6ac4-4a17-ab5a-1eec37519a4e,rap
847,de6f80b9-f935-4f37-8354-45cb24bb00ca,hip hop
847,de6f80b9-f935-4f37-8354-45cb24bb00ca,rap
848,df1f5c55-eaa0-4ca4-96a7-43006b1cee97,contemporary r&b
848,df1f5c55-eaa0-4ca4-96a7-43006b1cee97,alternative r&b
848,df1f5c55-eaa0-4ca4-96a7-43006b1cee97,trap soul
848,df1f5c55-eaa0-4ca4-96a7-43006b1cee97,hip hop
848,df1f5c55-eaa0-4ca4-96a7-43006b1cee97,pop soul
848,df1f5c55-eaa0-4ca4-96a7-43006b1cee97,2010s
848,df1f5c55-eaa0-4ca4-96a7-43006b1cee97,hip hop soul
849,df3d0c71-042f-4f29-aa8e-c78e375e8c41,post-hardcore
849,df3d0c71-042f-4f29-aa8e-c78e375e8c41,melodic metalcore
849,df3d0c71-042f-4f29-aa8e-c78e375e8c41,metalcore
849,df3d0c71-042f-4f29-aa8e-c78e375e8c41,hardcore
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,house
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,alternative rock
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,electronic rock
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,post-hardcore
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,psychedelic rock
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,screamo
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,pop
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,alternative metal
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,hard rock
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,alternative/indie rock
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,pop rock
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,rock
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,nu metal
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,drum and bass
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,electronic
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,emo
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,metalcore
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,deathcore
850,dfa1852a-50ff-453d-a52e-f17707aa67ce,melodic metalcore
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,hip hop
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,moombahton
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,electropop
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,hip hop
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,pop rap
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,experimental hip hop
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,southern hip hop
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,english
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,rap
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,hip hop
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,contemporary r&b
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,southern hip hop
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,trap
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,trap
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,2010s
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,dance
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,edm
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,alternative r&b
851,dfc2f4c3-94e1-4385-a3bc-d09c8a83a15e,trap
852,dfdc8c05-465d-4262-9a34-3937b8e0c37f,contemporary r&b
852,dfdc8c05-465d-4262-9a34-3937b8e0c37f,alternative r&b
852,dfdc8c05-465d-4262-9a34-3937b8e0c37f,trap
852,dfdc8c05-465d-4262-9a34-3937b8e0c37f,trap soul
853,dff4cb02-97d2-4790-be54-882d2cc495ba,gangsta rap
853,dff4cb02-97d2-4790-be54-882d2cc495ba,hip hop
853,dff4cb02-97d2-4790-be54-882d2cc495ba,southern hip hop
853,dff4cb02-97d2-4790-be54-882d2cc495ba,trap
854,e076d6a4-c6ff-4005-ba0e-0d41574b560b,pop punk
854,e076d6a4-c6ff-4005-ba0e-0d41574b560b,punk
854,e076d6a4-c6ff-4005-ba0e-0d41574b560b,pop rock
855,e08bc026-0dbc-4aaa-8c13-75f21ada81a3,metal
855,e08bc026-0dbc-4aaa-8c13-75f21ada81a3,metalcore
855,e08bc026-0dbc-4aaa-8c13-75f21ada81a3,post-hardcore
855,e08bc026-0dbc-4aaa-8c13-75f21ada81a3,post-metalcore
856,e0d85543-b8e4-4aae-bc9e-071e718b5599,hip hop
856,e0d85543-b8e4-4aae-bc9e-071e718b5599,top 100
856,e0d85543-b8e4-4aae-bc9e-071e718b5599,j. cole
856,e0d85543-b8e4-4aae-bc9e-071e718b5599,trap
856,e0d85543-b8e4-4aae-bc9e-071e718b5599,rap
857,e10a3196-f052-4fcc-805f-3f9f9e970f67,rock
857,e10a3196-f052-4fcc-805f-3f9f9e970f67,metal
857,e10a3196-f052-4fcc-805f-3f9f9e970f67,post-hardcore
857,e10a3196-f052-4fcc-805f-3f9f9e970f67,alternative metal
857,e10a3196-f052-4fcc-805f-3f9f9e970f67,metalcore
858,e147e8e6-ac7c-4242-8374-37ab2f80afe4,country
858,e147e8e6-ac7c-4242-8374-37ab2f80afe4,folk pop
858,e147e8e6-ac7c-4242-8374-37ab2f80afe4,americana
858,e147e8e6-ac7c-4242-8374-37ab2f80afe4,red dirt
858,e147e8e6-ac7c-4242-8374-37ab2f80afe4,pop
858,e147e8e6-ac7c-4242-8374-37ab2f80afe4,alternative country
859,e1677961-cda7-41ad-929e-82259fddb059,alternative metal
859,e1677961-cda7-41ad-929e-82259fddb059,metal
859,e1677961-cda7-41ad-929e-82259fddb059,post-hardcore
859,e1677961-cda7-41ad-929e-82259fddb059,metalcore
859,e1677961-cda7-41ad-929e-82259fddb059,post-hardcore
859,e1677961-cda7-41ad-929e-82259fddb059,rock
860,e2528916-d0f1-40c9-add0-6d5e768fae94,rock
860,e2528916-d0f1-40c9-add0-6d5e768fae94,metalcore
860,e2528916-d0f1-40c9-add0-6d5e768fae94,metal
860,e2528916-d0f1-40c9-add0-6d5e768fae94,alternative metal
861,e2ed03af-0140-47ca-93d3-1b20de03db59,art pop
861,e2ed03af-0140-47ca-93d3-1b20de03db59,alternative pop
861,e2ed03af-0140-47ca-93d3-1b20de03db59,progressive metal
861,e2ed03af-0140-47ca-93d3-1b20de03db59,djent
861,e2ed03af-0140-47ca-93d3-1b20de03db59,alternative metal
861,e2ed03af-0140-47ca-93d3-1b20de03db59,alternative r&b
861,e2ed03af-0140-47ca-93d3-1b20de03db59,progressive rock
862,e36b2bc7-0bf6-47f7-8c2a-1646450fb327,rock
862,e36b2bc7-0bf6-47f7-8c2a-1646450fb327,hard rock
862,e36b2bc7-0bf6-47f7-8c2a-1646450fb327,all-female
862,e36b2bc7-0bf6-47f7-8c2a-1646450fb327,alternative rock
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,underground hip hop
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,r&b
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,gangsta rap
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,west coast hip hop
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,hardcore hip hop
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,hip hop
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,future bass
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,trap
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,electronica
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,alternative hip hop
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,trap
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,jazz rap
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,hardcore hip hop
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,gangsta rap
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,hip hop
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,midwest rap
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,house
863,e3ca5d22-9f3d-4a11-8141-6af33129ed93,contemporary rap
864,e45fe983-eaa5-455c-b6f3-998ec1e4e4a8,easycore
864,e45fe983-eaa5-455c-b6f3-998ec1e4e4a8,2010s
864,e45fe983-eaa5-455c-b6f3-998ec1e4e4a8,2020s
864,e45fe983-eaa5-455c-b6f3-998ec1e4e4a8,melodic hardcore
864,e45fe983-eaa5-455c-b6f3-998ec1e4e4a8,millennial
864,e45fe983-eaa5-455c-b6f3-998ec1e4e4a8,post-hardcore
864,e45fe983-eaa5-455c-b6f3-998ec1e4e4a8,rock
865,e4733d45-75fa-4bf2-a0d6-9835a67e53b7,pop soul
865,e4733d45-75fa-4bf2-a0d6-9835a67e53b7,pop
865,e4733d45-75fa-4bf2-a0d6-9835a67e53b7,rhythm & blues
865,e4733d45-75fa-4bf2-a0d6-9835a67e53b7,country
865,e4733d45-75fa-4bf2-a0d6-9835a67e53b7,soul
865,e4733d45-75fa-4bf2-a0d6-9835a67e53b7,alternative rock
865,e4733d45-75fa-4bf2-a0d6-9835a67e53b7,rock
866,e4946782-3ee7-42c5-a62b-384ac3ae0259,rock
866,e4946782-3ee7-42c5-a62b-384ac3ae0259,2010s
866,e4946782-3ee7-42c5-a62b-384ac3ae0259,2020s
866,e4946782-3ee7-42c5-a62b-384ac3ae0259,melodic hardcore
866,e4946782-3ee7-42c5-a62b-384ac3ae0259,millennial
866,e4946782-3ee7-42c5-a62b-384ac3ae0259,post-hardcore
866,e4946782-3ee7-42c5-a62b-384ac3ae0259,easycore
867,e4947b35-422b-4547-ad99-a107c1a40861,emo
867,e4947b35-422b-4547-ad99-a107c1a40861,metalcore
867,e4947b35-422b-4547-ad99-a107c1a40861,nu metal
867,e4947b35-422b-4547-ad99-a107c1a40861,post-hardcore
867,e4947b35-422b-4547-ad99-a107c1a40861,screamo
867,e4947b35-422b-4547-ad99-a107c1a40861,melodic metalcore
867,e4947b35-422b-4547-ad99-a107c1a40861,alternative/indie rock
867,e4947b35-422b-4547-ad99-a107c1a40861,pop rock
867,e4947b35-422b-4547-ad99-a107c1a40861,electronic
867,e4947b35-422b-4547-ad99-a107c1a40861,hard rock
867,e4947b35-422b-4547-ad99-a107c1a40861,house
867,e4947b35-422b-4547-ad99-a107c1a40861,alternative rock
867,e4947b35-422b-4547-ad99-a107c1a40861,alternative metal
867,e4947b35-422b-4547-ad99-a107c1a40861,electronic rock
867,e4947b35-422b-4547-ad99-a107c1a40861,psychedelic rock
867,e4947b35-422b-4547-ad99-a107c1a40861,pop
867,e4947b35-422b-4547-ad99-a107c1a40861,deathcore
867,e4947b35-422b-4547-ad99-a107c1a40861,drum and bass
867,e4947b35-422b-4547-ad99-a107c1a40861,rock
868,e4e590fb-5115-4a6a-a5f6-699220e2040c,experimental rock
868,e4e590fb-5115-4a6a-a5f6-699220e2040c,post-hardcore
869,e512edb6-cb18-47b6-a70a-4e4ce3e9cbac,emo pop
869,e512edb6-cb18-47b6-a70a-4e4ce3e9cbac,post-hardcore
869,e512edb6-cb18-47b6-a70a-4e4ce3e9cbac,acoustic
869,e512edb6-cb18-47b6-a70a-4e4ce3e9cbac,metalcore
869,e512edb6-cb18-47b6-a70a-4e4ce3e9cbac,alternative rock
869,e512edb6-cb18-47b6-a70a-4e4ce3e9cbac,pop punk
870,e599e247-eb78-4c3a-a661-93f8eeb5f9f8,metalcore
870,e599e247-eb78-4c3a-a661-93f8eeb5f9f8,metal
870,e599e247-eb78-4c3a-a661-93f8eeb5f9f8,post-metalcore
870,e599e247-eb78-4c3a-a661-93f8eeb5f9f8,post-hardcore
871,e5da9a22-5258-46af-8592-5bef6f85fb05,post-screamo
871,e5da9a22-5258-46af-8592-5bef6f85fb05,alternative rock
871,e5da9a22-5258-46af-8592-5bef6f85fb05,rock
871,e5da9a22-5258-46af-8592-5bef6f85fb05,pop rock
871,e5da9a22-5258-46af-8592-5bef6f85fb05,post-hardcore
872,e5efc159-b13c-435f-b872-4a75a721ef7b,country
873,e5ff4b85-7ced-48a6-994b-f334db32749f,acid jazz
873,e5ff4b85-7ced-48a6-994b-f334db32749f,soul and reggae
873,e5ff4b85-7ced-48a6-994b-f334db32749f,funk
873,e5ff4b85-7ced-48a6-994b-f334db32749f,funk soul
873,e5ff4b85-7ced-48a6-994b-f334db32749f,hip hop
873,e5ff4b85-7ced-48a6-994b-f334db32749f,rap
873,e5ff4b85-7ced-48a6-994b-f334db32749f,contemporary r&b
873,e5ff4b85-7ced-48a6-994b-f334db32749f,neo soul
873,e5ff4b85-7ced-48a6-994b-f334db32749f,hip hop
873,e5ff4b85-7ced-48a6-994b-f334db32749f,jazz
873,e5ff4b85-7ced-48a6-994b-f334db32749f,soul
873,e5ff4b85-7ced-48a6-994b-f334db32749f,neo-soul
874,e6002c7f-0ef9-4f76-a26f-d20011036ac2,spacegrunge
874,e6002c7f-0ef9-4f76-a26f-d20011036ac2,neo-psychedelia
874,e6002c7f-0ef9-4f76-a26f-d20011036ac2,dream pop
874,e6002c7f-0ef9-4f76-a26f-d20011036ac2,alternative rock
874,e6002c7f-0ef9-4f76-a26f-d20011036ac2,grunge
874,e6002c7f-0ef9-4f76-a26f-d20011036ac2,rock
874,e6002c7f-0ef9-4f76-a26f-d20011036ac2,progressive rock
874,e6002c7f-0ef9-4f76-a26f-d20011036ac2,shoegaze
874,e6002c7f-0ef9-4f76-a26f-d20011036ac2,symphonic rock
874,e6002c7f-0ef9-4f76-a26f-d20011036ac2,synth-pop
875,e61ec727-4db6-4885-bc5b-457fcc72b033,hardcore
875,e61ec727-4db6-4885-bc5b-457fcc72b033,math metal
875,e61ec727-4db6-4885-bc5b-457fcc72b033,progressive metal
875,e61ec727-4db6-4885-bc5b-457fcc72b033,djent
875,e61ec727-4db6-4885-bc5b-457fcc72b033,metalcore
876,e6957990-0ccf-45e8-b2bd-f2f06938e2f4,queer
876,e6957990-0ccf-45e8-b2bd-f2f06938e2f4,pop rap
876,e6957990-0ccf-45e8-b2bd-f2f06938e2f4,gangsta rap
876,e6957990-0ccf-45e8-b2bd-f2f06938e2f4,mumble rap
876,e6957990-0ccf-45e8-b2bd-f2f06938e2f4,rap
876,e6957990-0ccf-45e8-b2bd-f2f06938e2f4,trap
